gene.ID,geneID_UCSC,gene.name,chrom,strand,Tx.start,Tx.end,TSS
mm10-345,NR_105864,Mir6899,chr1,-,64042437,64042501,64042501
mm10-346,"NM_133828,NM_009952,NM_001037726",Creb1,chr1,+,64532803,64604548,64532803
mm10-347,NM_025964,Mettl21a,chr1,-,64606479,64617168,64617168
mm10-348,NR_038009,2810408I11Rik,chr1,-,64679868,64690659,64690659
mm10-349,NM_001097644,Ccnyl1,chr1,+,64691344,64725642,64691344
mm10-350,"NM_001042659,NM_022721",Fzd5,chr1,-,64730557,64737750,64737750
mm10-351,NM_001039493,Plekhm3,chr1,-,64789120,64956824,64956824
mm10-352,"NM_027582,NM_001310617",Akr1cl,chr1,-,65013077,65032759,65032759
mm10-353,NM_007777,Cryge,chr1,-,65048556,65051163,65051163
mm10-354,NM_007776,Crygd,chr1,-,65061837,65063440,65063440
mm10-355,"NM_007775,NM_001082573",Crygc,chr1,-,65071524,65073532,65073532
mm10-356,NM_144761,Crygb,chr1,-,65080221,65082290,65082290
mm10-357,NM_007774,Cryga,chr1,-,65100388,65103363,65103363
mm10-358,"NM_001285882,NM_175293,NM_001285881",D630023F18Rik,chr1,-,65105284,65123214,65123214
mm10-359,"NM_010497,NM_001111320",Idh1,chr1,-,65158615,65186479,65186479
mm10-360,"NM_001310624,NM_011086",Pikfyve,chr1,+,65186684,65278696,65186684
mm10-361,NM_139270,Pth2r,chr1,+,65311256,65389244,65311256
mm10-362,NM_027010,Crygf,chr1,+,65926521,65928304,65926521
mm10-363,"NM_008632,NM_001039934,NM_001310634",Map2,chr1,+,66175328,66442583,66175328
mm10-364,NM_175510,Unc80,chr1,+,66468446,66699148,66468446
mm10-365,"NM_025683,NM_001310644,NM_001310643,NM_001310642",Rpe,chr1,+,66700830,66719805,66700830
mm10-366,"NM_177645,NM_001122738",Kansl1l,chr1,-,66719242,66817595,66817595
mm10-367,NM_007381,Acadl,chr1,-,66830838,66863309,66863309
mm10-368,"NM_001113387,NM_021285",Myl1,chr1,-,66924295,66945056,66945056
mm10-369,"NM_021295,NM_001190985,NM_001190984",Lancl1,chr1,-,67000516,67038872,67038872
mm10-370,NM_001080809,Cps1,chr1,+,67123026,67231267,67123026
mm10-371,NM_010154,Erbb4,chr1,-,68032186,69108059,69108059
mm10-372,NM_011770,Ikzf2,chr1,-,69531209,69685960,69685960
mm10-373,"NM_025728,NM_001271533,NM_029160",Spag16,chr1,+,69826969,70725132,69826969
mm10-374,"NM_177164,NM_001310658",Vwc2l,chr1,+,70725714,70885397,70725714
mm10-375,NM_007525,Bard1,chr1,-,71027534,71102972,71102972
mm10-376,NM_175210,Abca12,chr1,-,71243089,71414910,71414910
mm10-377,NM_026195,Atic,chr1,+,71557155,71579403,71557155
mm10-378,"NM_001276412,NM_001276413,NM_010233,NM_001276409,NM_001276408,NM_001276411,NM_001276410",Fn1,chr1,-,71585472,71653234,71653234
mm10-379,NR_040308,Apol7d,chr1,+,71653334,71662843,71653334
mm10-380,"NR_027659,NR_027658",Gm8883,chr1,+,71888111,71891204,71888111
mm10-381,NR_040454,4933417E11Rik,chr1,-,71958997,72005195,72005195
mm10-382,NM_001005423,Mreg,chr1,-,72159232,72212307,72212307
mm10-383,NM_023523,Pecr,chr1,-,72259172,72284314,72284314
mm10-384,NM_175564,Tmem169,chr1,+,72284372,72302995,72284372
mm10-385,NM_009533,Xrcc5,chr1,+,72307420,72394953,72307420
mm10-386,NM_001045533,March4,chr1,-,72427111,72536564,72536564
mm10-387,NM_018817,Smarcal1,chr1,+,72583250,72636790,72583250
mm10-388,NM_176980,Ankar,chr1,-,72642979,72700564,72700564
mm10-389,NM_009084,Rpl37a,chr1,+,72711259,72713813,72711259
mm10-390,"NM_008342,NM_001310659",Igfbp2,chr1,+,72824479,72852471,72824479
mm10-391,NM_010518,Igfbp5,chr1,-,72858064,72874865,72874865
mm10-392,NM_009407,Tnp1,chr1,-,73015074,73015899,73015899
mm10-393,"NR_038002,NR_038001",1700027A15Rik,chr1,+,73016035,73025508,73016035
mm10-394,NR_003202,Pinc,chr1,-,73391384,73407569,73407569
mm10-395,NR_040605,D530049I02Rik,chr1,+,73398967,73430779,73398967
mm10-396,NR_045311,6030407O03Rik,chr1,-,73618380,73864466,73864466
mm10-397,NR_105769,Mir6351,chr1,-,73855476,73855575,73855575
mm10-398,"NM_027884,NM_001289895",Tns1,chr1,-,73910230,74124449,74124449
mm10-399,"NM_001170641,NM_001034060",Rufy4,chr1,+,74125540,74148230,74125540
mm10-400,NM_009909,Cxcr2,chr1,+,74153993,74161246,74153993
mm10-401,NM_178241,Cxcr1,chr1,-,74191785,74194631,74194631
mm10-402,NR_035449,Mir1928,chr1,-,74206553,74206620,74206620
mm10-403,NM_029711,Arpc2,chr1,+,74236549,74268213,74236549
mm10-404,NM_174985,Gpbar1,chr1,+,74278599,74279589,74278599
mm10-405,"NM_146110,NM_001190444",Aamp,chr1,-,74279839,74284738,74284738
mm10-406,"NM_025580,NM_019999,NM_001039509",Pnkd,chr1,+,74285033,74353692,74285033
mm10-407,NM_027154,Tmbim1,chr1,-,74288246,74304336,74304336
mm10-408,NM_001033345,Catip,chr1,+,74362107,74369321,74362107
mm10-409,NM_013612,Slc11a1,chr1,+,74375202,74386051,74375202
mm10-410,NM_153088,Ctdsp1,chr1,+,74391608,74397285,74391608
mm10-411,NR_029743,Mir26b,chr1,+,74394309,74394394,74394309
mm10-412,NM_009509,Vil1,chr1,+,74409383,74435560,74409383
mm10-413,"NM_176972,NM_001310662",Usp37,chr1,-,74435509,74544286,74544286
mm10-414,NM_021383,Cnot9,chr1,+,74506059,74530842,74506059
mm10-415,"NM_148937,NM_001081456",Plcd4,chr1,+,74542888,74565977,74542888
mm10-416,"NM_029888,NM_001310668",Zfp142,chr1,-,74566425,74588028,74588028
mm10-417,"NM_001305652,NM_025784",Bcs1l,chr1,+,74588288,74592443,74588288
mm10-418,"NM_001305230,NM_021313",Rnf25,chr1,-,74593747,74601397,74601397
mm10-419,NM_175031,Stk36,chr1,+,74601454,74636893,74601454
mm10-420,NM_001014974,Ttll4,chr1,+,74661753,74697973,74661753
mm10-421,NM_024264,Cyp27a1,chr1,+,74713534,74737897,74713534
mm10-422,NM_153744,Prkag3,chr1,-,74738921,74748955,74748955
mm10-423,NM_009526,Wnt6,chr1,+,74771891,74785319,74771891
mm10-424,NM_009518,Wnt10a,chr1,+,74792018,74804175,74792018
mm10-425,NM_009872,Cdk5r2,chr1,+,74855028,74857732,74855028
mm10-426,NM_153111,Fev,chr1,-,74881508,74885408,74885408
mm10-427,NM_021541,Cryba2,chr1,-,74889933,74893143,74893143
mm10-428,NR_029876,Mir375,chr1,-,74900657,74900721,74900721
mm10-429,NM_001039495,Ccdc108,chr1,-,74902079,74935599,74935599
mm10-430,"NM_010544,NM_001313683",Ihh,chr1,-,74945314,74951672,74951672
mm10-431,NM_029342,Nhej1,chr1,-,74967345,75046639,75046639
mm10-432,NM_194333,Slc23a3,chr1,-,75125541,75133890,75133890
mm10-433,NM_026977,Cnppd1,chr1,-,75135214,75142368,75142368
mm10-434,"NM_001305231,NM_170755,NM_001305232",Fam134a,chr1,+,75142785,75147909,75142785
mm10-435,"NM_001159906,NM_001159905,NM_026846",Zfand2b,chr1,+,75168645,75171626,75168645
mm10-436,NM_023732,Abcb6,chr1,-,75171640,75180392,75180392
mm10-437,"NM_001288612,NM_001288613,NR_109938,NM_001003917",Atg9a,chr1,-,75180860,75192010,75192010
mm10-438,"NM_026187,NM_001267620,NR_051999,NR_051998",Ankzf1,chr1,+,75192159,75199385,75192159
mm10-439,NM_029010,Glb1l,chr1,-,75198234,75210778,75210778
mm10-440,"NM_011494,NR_102731,NM_001277992",Stk16,chr1,+,75210828,75215606,75210828
mm10-441,"NM_009447,NM_001313724,NM_001313723",Tuba4a,chr1,-,75214971,75219294,75219294
mm10-442,"NM_001243091,NM_001243090",A630095N17Rik,chr1,-,75220094,75232093,75232093
mm10-443,"NM_178055,NM_001159883,NM_020266,NM_001159885,NM_001159884",Dnajb2,chr1,+,75236422,75245692,75236422
mm10-444,NM_008985,Ptprn,chr1,-,75247040,75264208,75264208
mm10-445,"NM_009049,NR_138251",Resp18,chr1,-,75272196,75278415,75278415
mm10-446,"NM_016878,NM_001110831",Dnpep,chr1,-,75308564,75317637,75317637
mm10-447,NM_010043,Des,chr1,+,75360291,75368579,75360291
mm10-448,NR_037976,Gm15179,chr1,-,75368209,75375015,75375015
mm10-449,"NM_001173477,NM_001085370,NM_007463,NM_001085371",Speg,chr1,+,75375296,75432306,75375296
mm10-450,NM_133708,Gmppa,chr1,+,75435942,75443176,75435942
mm10-451,NM_183022,Asic4,chr1,+,75450509,75474340,75450509
mm10-452,"NM_001001566,NM_001001565",Chpf,chr1,-,75474568,75479471,75479471
mm10-453,NM_177056,Tmem198,chr1,+,75479531,75485693,75479531
mm10-454,"NM_178884,NM_001310679",Obsl1,chr1,-,75485824,75506452,75506452
mm10-455,"NM_010564,NM_001329843",Inha,chr1,+,75507076,75510366,75507076
mm10-456,NM_027886,Stk11ip,chr1,+,75521528,75537335,75521528
mm10-457,NM_009208,Slc4a3,chr1,+,75546265,75559431,75546265
mm10-458,"NR_038013,NR_038012",Gm17751,chr1,+,76489132,76502028,76489132
mm10-459,NR_105761,Mir6343,chr1,+,76509559,76509643,76509559
mm10-460,NM_007936,Epha4,chr1,-,77367184,77515088,77515088
mm10-461,NR_105770,Mir6352,chr1,-,77496652,77496768,77496768
mm10-462,"NM_001159520,NM_008781",Pax3,chr1,-,78101266,78197136,78197136
mm10-463,NM_001004173,Sgpp2,chr1,+,78310345,78420286,78310345
mm10-464,"NR_102758,NR_102757,NM_011811,NM_001278075",Farsb,chr1,-,78417957,78488897,78488897
mm10-465,NM_026713,Mogat1,chr1,+,78511059,78538173,78511059
mm10-466,"NM_028817,NM_001136222,NM_001033606",Acsl3,chr1,+,78657824,78707743,78657824
mm10-467,"NM_001136226,NM_001001981",Utp14b,chr1,+,78657824,78667601,78657824
mm10-468,NM_021342,Kcne4,chr1,+,78816948,78820025,78816948
mm10-469,"NM_009129,NM_001310680",Scg2,chr1,-,79434668,79440090,79440090
mm10-470,NM_183027,Ap1s3,chr1,-,79606875,79671972,79671972
mm10-471,"NM_001111279,NM_027057",Wdfy1,chr1,-,79702261,79761769,79761769
mm10-472,NM_001081210,Mrpl44,chr1,+,79776017,79781445,79776017
mm10-473,NM_009255,Serpine2,chr1,-,79794320,79858665,79858665
mm10-474,NM_173425,Fam124b,chr1,-,80198698,80213944,80213944
mm10-475,"NM_016716,NM_001313728",Cul3,chr1,-,80264922,80340690,80340690
mm10-476,NR_040460,1700016L21Rik,chr1,+,80445931,80475660,80445931
mm10-477,"NM_001285927,NM_175291",Dock10,chr1,-,80501067,80758553,80758553
mm10-478,NM_172849,Nyap2,chr1,+,81077316,81271651,81077316
mm10-479,NR_105762,Mir6344,chr1,+,82131915,82132019,82131915
mm10-480,NM_010570,Irs1,chr1,-,82233104,82291439,82291439
mm10-481,"NM_001122685,NM_029777",Rhbdd1,chr1,+,82316578,82445367,82316578
mm10-482,NM_007735,Col4a4,chr1,-,82450722,82586849,82586849
mm10-483,NM_007734,Col4a3,chr1,+,82586920,82722059,82586920
mm10-484,"NM_029409,NM_001310699,NM_001310697,NM_001310695",Mff,chr1,+,82724889,82752389,82724889
mm10-485,NM_025453,Tm4sf20,chr1,-,82756648,82768456,82768456
mm10-486,"NM_010472,NM_001310713",Agfg1,chr1,+,82839459,82901001,82839459
mm10-487,NM_030556,Slc19a3,chr1,-,83012522,83038448,83038448
mm10-488,NM_027778,Krtap28-13,chr1,+,83060929,83061921,83060929
mm10-489,"NM_001159738,NM_016960",Ccl20,chr1,+,83116765,83119167,83116765
mm10-490,"NR_027636,NM_027725",Daw1,chr1,+,83159761,83210572,83159761
mm10-491,NM_172430,Sphkap,chr1,-,83255780,83408200,83408200
mm10-492,NM_001003948,Pid1,chr1,-,84036292,84284645,84284645
mm10-493,NR_105771,Mir6353,chr1,-,84218848,84218961,84218961
mm10-494,NM_152915,Dner,chr1,-,84369838,84696221,84696221
mm10-495,NR_039588,Mir5126,chr1,+,84695838,84695915,84695838
mm10-496,NM_133975,Trip12,chr1,-,84721188,84839304,84839304
mm10-497,NM_025386,Fbxo36,chr1,+,84839840,84900486,84839840
mm10-498,NM_027921,Slc16a14,chr1,-,84906704,84935083,84935083
mm10-499,NM_213615,A530032D15Rik,chr1,-,85088138,85109853,85109853
mm10-500,NM_001081746,Gm7609,chr1,+,85199610,85213762,85199610
mm10-501,"NM_001037909,NM_175219",C130026I21Rik,chr1,-,85246343,85270566,85270566
mm10-502,"NM_175397,NM_030194",Sp110,chr1,-,85576898,85603891,85603891
mm10-503,NM_001013817,Sp140,chr1,+,85600702,85645036,85600702
mm10-504,"NM_013673,NM_001313712,NM_001313714,NM_001313713",Sp100,chr1,+,85649987,85709997,85649987
mm10-505,NM_177055,A630001G21Rik,chr1,-,85717082,85736606,85736606
mm10-506,NR_106172,Mir8096,chr1,+,85751947,85752074,85751947
mm10-507,NR_108086,9930111H07Rik,chr1,+,85775270,85784694,85775270
mm10-508,NM_133781,Cab39,chr1,+,85793446,85851577,85793446
mm10-509,NM_022417,Itm2c,chr1,+,85894509,85908698,85894509
mm10-510,NR_037692,4933407L21Rik,chr1,+,85928482,85931756,85928482
mm10-511,NM_001033290,Gpr55,chr1,-,85939536,85961055,85961055
mm10-512,"NM_001122732,NM_027029,NM_028647,NM_027300",Spata3,chr1,+,86021941,86029958,86021941
mm10-513,"NM_001144993,NM_001144992",2810459M11Rik,chr1,+,86045862,86055456,86045862
mm10-514,NM_027357,Psmd1,chr1,+,86064618,86139295,86064618
mm10-515,NM_008311,Htr2b,chr1,-,86099036,86111970,86111970
mm10-516,"NM_030184,NM_027456,NM_001310702",Armc9,chr1,+,86154779,86278284,86154779
mm10-517,NM_145222,B3gnt7,chr1,+,86303220,86307305,86303220
mm10-518,NM_010880,Ncl,chr1,-,86344718,86359455,86359455
mm10-519,NR_028478,Snora75,chr1,-,86351169,86351285,86351285
mm10-520,NR_106184,Gm24148,chr1,-,86351980,86352127,86352127
mm10-521,NR_002851,Snord82,chr1,-,86356259,86356327,86356327
mm10-522,NR_015507,C130036L24Rik,chr1,+,86359573,86367964,86359573
mm10-523,"NM_010341,NM_001319227",Nmur1,chr1,-,86386241,86389361,86389361
mm10-524,NM_027966,1700019O17Rik,chr1,+,86426328,86428049,86426328
mm10-525,NM_008972,Ptma,chr1,+,86526735,86530698,86526735
mm10-526,NM_008801,Pde6d,chr1,-,86543014,86582501,86582501
mm10-527,NM_172974,Cops7b,chr1,+,86587099,86606500,86587099
mm10-528,NM_010933,Nppc,chr1,-,86666292,86670573,86670573
mm10-529,"NM_001172157,NM_153530",Dis3l2,chr1,+,86703803,87050097,86703803
mm10-530,NM_007433,Alppl2,chr1,-,87086690,87089928,87089928
mm10-531,NM_001081082,Alpi,chr1,-,87098001,87101606,87101606
mm10-532,NM_007432,Akp3,chr1,+,87125007,87127912,87125007
mm10-533,"NM_021306,NM_001277925",Ecel1,chr1,-,87147654,87156356,87156356
mm10-534,NM_027084,Prss56,chr1,+,87183313,87188405,87183313
mm10-535,NM_021600,Chrnd,chr1,+,87190596,87200070,87190596
mm10-536,NM_009604,Chrng,chr1,+,87205810,87211835,87205810
mm10-537,"NM_001039169,NM_023314,NM_001039170",Eif4e2,chr1,+,87213913,87240488,87213913
mm10-538,NM_028889,Efhd1,chr1,+,87264363,87310791,87264363
mm10-539,"NM_001110212,NM_146112",Gigyf2,chr1,+,87326997,87450810,87326997
mm10-540,NM_001110227,Kcnj13,chr1,-,87384576,87394729,87394729
mm10-541,NM_028473,3110079O15Rik,chr1,+,87470263,87475459,87470263
mm10-542,"NM_019867,NM_001111314",Ngef,chr1,-,87476828,87573870,87573870
mm10-543,"NM_001160163,NM_001160165,NM_001160164,NM_015750",Neu2,chr1,+,87574026,87597840,87574026
mm10-544,"NR_122078,NM_010566,NM_001110193,NM_001110192",Inpp5d,chr1,+,87620311,87720510,87620311
mm10-545,"NM_001205391,NM_001205392,NM_029846",Atg16l1,chr1,+,87756010,87792428,87756010
mm10-546,NR_028519,Scarna6,chr1,+,87784570,87784818,87784570
mm10-547,NM_009118,Sag,chr1,+,87803679,87845157,87803679
mm10-548,NM_177646,Dgkd,chr1,+,87853286,87944489,87853286
mm10-549,NR_136921,Gm19582,chr1,-,87853346,87854299,87854299
mm10-550,"NM_001198573,NM_001033291",Usp40,chr1,-,87945120,88008551,88008551
mm10-551,NM_201641,Ugt1a10,chr1,+,88055410,88220002,88055410
mm10-552,NM_201644,Ugt1a9,chr1,+,88070778,88220002,88070778
mm10-553,NM_201642,Ugt1a7c,chr1,+,88095000,88220002,88095000
mm10-554,NM_201410,Ugt1a6b,chr1,+,88103256,88218998,88103256
mm10-555,NM_145079,Ugt1a6a,chr1,+,88134808,88220002,88134808
mm10-556,NM_201643,Ugt1a5,chr1,+,88166011,88220002,88166011
mm10-557,NM_013701,Ugt1a2,chr1,+,88200610,88220002,88200610
mm10-558,NM_008299,Dnajb3,chr1,-,88204731,88205748,88205748
mm10-559,NM_201645,Ugt1a1,chr1,+,88211958,88220002,88211958
mm10-560,NM_001281466,Mroh2a,chr1,+,88227019,88262289,88227019
mm10-561,NM_198652,Hjurp,chr1,-,88258855,88277579,88277579
mm10-562,NR_040291,6430706D22Rik,chr1,-,88263112,88269408,88269408
mm10-563,NM_172505,A730008H23Rik,chr1,-,88264827,88277557,88277557
mm10-564,NM_134252,Trpm8,chr1,+,88306711,88388851,88306711
mm10-565,NM_029269,Spp2,chr1,+,88407009,88426438,88407009
mm10-566,NM_008132,Glrp1,chr1,-,88499870,88510066,88510066
mm10-567,NR_037971,Gm19589,chr1,+,88551516,88562166,88551516
mm10-568,NM_177305,Arl4c,chr1,-,88698225,88702191,88702191
mm10-569,NR_040493,Platr5,chr1,+,88754889,88755733,88754889
mm10-570,NR_040471,1700067G17Rik,chr1,+,89016112,89022210,89016112
mm10-571,NM_133816,Sh3bp4,chr1,+,89070461,89153793,89070461
mm10-572,NR_040482,C030007H22Rik,chr1,-,89360343,89406133,89406133
mm10-573,"NM_178119,NM_001037136",Agap1,chr1,+,89454810,89895282,89454810
mm10-574,NR_015540,4933400F21Rik,chr1,-,89676506,89683892,89683892
mm10-575,NM_010262,Gbx2,chr1,-,89927961,89931176,89931176
mm10-576,NM_139152,Asb18,chr1,-,89952677,90014577,90014577
mm10-577,NM_029122,Iqca,chr1,-,90042131,90153401,90153401
mm10-578,"NM_001271607,NM_007722",Ackr3,chr1,+,90203979,90215722,90203979
mm10-579,NM_133805,Cops8,chr1,+,90603424,90613341,90603424
mm10-580,"NM_001243009,NM_001243008",Col6a3,chr1,-,90766859,90843971,90843971
mm10-581,NM_053015,Mlph,chr1,+,90915099,90951142,90915099
mm10-582,NM_001101647,Prlh,chr1,+,90953107,90954012,90953107
mm10-583,"NM_001159725,NM_008998",Rab17,chr1,-,90958132,90969620,90969620
mm10-584,"NM_008515,NM_001111312,NM_001310732,NM_001111311",Lrrfip1,chr1,+,90998726,91128944,90998726
mm10-585,NM_001033408,Rbm44,chr1,+,91145102,91170795,91145102
mm10-586,"NM_178401,NM_001168392,NM_016894",Ramp1,chr1,+,91179821,91225196,91179821
mm10-587,NM_026454,Ube2f,chr1,+,91250318,91286025,91250318
mm10-588,NM_016717,Scly,chr1,+,91298337,91321080,91298337
mm10-589,NM_001033292,Espnl,chr1,+,91322074,91348303,91322074
mm10-590,NM_027551,Klhl30,chr1,+,91351072,91362404,91351072
mm10-591,NM_173395,Fam132b,chr1,+,91366429,91374217,91366429
mm10-592,NM_023343,Ilkap,chr1,-,91375830,91398783,91398783
mm10-593,NR_026924,1700020N18Rik,chr1,-,91404878,91406029,91406029
mm10-594,NM_019479,Hes6,chr1,-,91411482,91413222,91413222
mm10-595,NM_011066,Per2,chr1,-,91415981,91459328,91459328
mm10-596,NM_028718,Traf3ip1,chr1,+,91494667,91529307,91494667
mm10-597,"NM_023046,NM_001039126",Asb1,chr1,+,91540564,91559590,91540564
mm10-598,NM_007855,Twist2,chr1,+,91801460,91848034,91801460
mm10-599,NM_207225,Hdac4,chr1,-,91928778,92180341,92180341
mm10-600,NM_024197,Ndufa10,chr1,-,92439718,92473758,92473758
mm10-601,NR_105865,Mir6900,chr1,-,92464482,92464542,92464542
mm10-602,NM_147038,Olfr1416,chr1,-,92479680,92480619,92480619
mm10-603,NM_001011525,Olfr1415,chr1,-,92490817,92491753,92491753
mm10-604,NM_147039,Olfr1414,chr1,-,92511047,92518515,92518515
mm10-605,NM_147037,Olfr1413,chr1,+,92573124,92574206,92573124
mm10-606,NM_146277,Olfr1412,chr1,+,92588331,92589297,92588331
mm10-607,NM_146490,Olfr1411,chr1,+,92596520,92597492,92596520
mm10-608,NM_146491,Olfr1410,chr1,+,92607838,92608807,92607838
mm10-609,NM_206896,Olfr12,chr1,+,92619880,92621001,92619880
mm10-610,"NM_001163425,NR_028108",Myeov2,chr1,-,92637144,92641985,92641985
mm10-611,NM_153114,Otos,chr1,-,92644217,92648841,92648841
mm10-612,NM_016696,Gpc1,chr1,+,92831685,92860196,92831685
mm10-613,NR_029559,Mir149,chr1,+,92850377,92850443,92850377
mm10-614,NM_172850,Ankmy1,chr1,-,92870128,92902906,92902906
mm10-615,NM_175118,Dusp28,chr1,+,92906988,92908620,92906988
mm10-616,"NR_138577,NR_138578",5033417F24Rik,chr1,-,92908377,92910764,92910764
mm10-617,NM_181405,Rnpepl1,chr1,+,92910824,92920585,92910824
mm10-618,NR_015525,9430060I03Rik,chr1,-,92933542,92950590,92950590
mm10-619,NM_011796,Capn10,chr1,+,92934407,92947948,92934407
mm10-620,"NM_001271766,NM_022320,NM_001104529",Gpr35,chr1,+,92973118,92986391,92973118
mm10-621,"NM_001159658,NM_177587",Aqp12,chr1,+,93006333,93012269,93006333
mm10-622,"NM_008440,NM_001110315,NM_001294150,NM_001294149",Kif1a,chr1,-,93015454,93101874,93101874
mm10-623,"NM_016702,NM_001276710",Agxt,chr1,+,93135239,93145421,93135239
mm10-624,"NM_001159940,NM_172411",2310007B03Rik,chr1,-,93151354,93160948,93160948
mm10-625,NM_001310428,Crocc2,chr1,+,93168422,93231066,93168422
mm10-626,NM_172463,Sned1,chr1,+,93235896,93296448,93235896
mm10-627,NR_105866,Mir6901,chr1,+,93274548,93274610,93274548
mm10-628,"NM_178051,NM_001310756",Mterf4,chr1,-,93301204,93305879,93305879
mm10-629,NM_080850,Pask,chr1,-,93309436,93342788,93342788
mm10-630,NM_023200,Ppp1r7,chr1,+,93343644,93367618,93343644
mm10-631,NR_105867,Mir6902,chr1,+,93346091,93346155,93346091
mm10-632,NR_105763,Mir6345,chr1,+,93352157,93352285,93352157
mm10-633,"NM_001271884,NM_207031",Ano7,chr1,+,93373895,93404304,93373895
mm10-634,"NM_133808,NM_001301364",Hdlbp,chr1,-,93405939,93478917,93478917
mm10-635,"NM_001159717,NM_001159718,NM_001159719,NM_010891",Sept2,chr1,+,93478992,93509732,93478992
mm10-636,NM_145519,Farp2,chr1,+,93512103,93621976,93512103
mm10-637,NM_021537,Stk25,chr1,-,93620750,93635727,93635727
mm10-638,NM_016778,Bok,chr1,+,93685574,93695770,93685574
mm10-639,"NM_025920,NM_001310761",Thap4,chr1,-,93705390,93754838,93754838
mm10-640,NM_174874,Atg4b,chr1,+,93755032,93789529,93755032
mm10-641,"NM_001105667,NM_023136",Dtymk,chr1,-,93792575,93801934,93801934
mm10-642,NM_025454,Ing5,chr1,+,93803964,93822100,93803964
mm10-643,"NM_178882,NM_001310767",D2hgdh,chr1,+,93825239,93852361,93825239
mm10-644,NM_199366,Gal3st2,chr1,+,93861343,93876494,93861343
mm10-645,NM_001205249,Gm9994,chr1,+,93918436,93941239,93918436
mm10-646,NM_001039219,Gm6086,chr1,+,93990508,94011539,93990508
mm10-647,"NM_173772,NM_001310769",Neu4,chr1,+,94020492,94028330,94020492
mm10-648,NM_008798,Pdcd1,chr1,-,94038304,94052553,94052553
mm10-649,NR_040473,4930440C22Rik,chr1,+,94797441,94802472,94797441
mm10-650,NM_026321,Fam174a,chr1,+,95313627,95335284,95313627
mm10-651,"NM_009183,NM_001159745",St8sia4,chr1,-,95587681,95667594,95667594
mm10-652,NR_040479,4930598F16Rik,chr1,-,95701183,95716518,95716518
mm10-653,NR_040467,1700063A18Rik,chr1,-,95990658,96021758,96021758
mm10-654,NR_040478,4930533P14Rik,chr1,-,96612056,96662573,96662573
mm10-655,NM_172658,Slco4c1,chr1,-,96818783,96872171,96872171
mm10-656,NR_131964,Panct2,chr1,+,96871125,96881234,96871125
mm10-657,NR_120500,Slco6b1,chr1,-,96906175,96997560,96997560
mm10-658,NM_028942,Slco6c1,chr1,-,97059448,97128303,97128303
mm10-659,NM_133825,D1Ertd622e,chr1,-,97643901,97662018,97662018
