tSNE1	tSNE2	cluster	cell_id
-2.14	3.31	CD4	Exp100-Sample1.all_Tn5-AATTGG_BC03953_N05
7.14	10.4	preB	Exp100-Sample1.all_Tn5-AATTGG_BC04044_N02
-5.71	-5.15	CD4	Exp100-Sample1.all_Tn5-AATTGG_BC04090_N02
31.41	6.72	Ery-late	Exp100-Sample1.all_Tn5-AATTGG_BC04228_N03
-6.54	15.68	CD8	Exp100-Sample1.all_Tn5-AATTGG_BC04310_N01
-1.5	5.58	CD4	Exp100-Sample1.all_Tn5-AATTGG_BC04403_N03
-9.37	15.76	CD8	Exp100-Sample1.all_Tn5-AATTGG_BC04439_N04
-5.86	-9.49	CD4	Exp100-Sample1.all_Tn5-AATTGG_BC04545_N03
29.19	-0.17	Ery-early	Exp100-Sample1.all_Tn5-AATTGG_BC04608_N02
5.4	12.13	preB	Exp100-Sample1.all_Tn5-AATTGG_BC04965_N03
31.31	7.78	Ery-late	Exp100-Sample1.all_Tn5-AATTGG_BC05026_N02
12.84	-22.01	Mono-2	Exp100-Sample1.all_Tn5-ACAAGG_BC00471_N01
13.46	17.7	preB	Exp100-Sample1.all_Tn5-ACAAGG_BC00647_N02
28.95	-4.92	Ery-early	Exp100-Sample1.all_Tn5-ACAAGG_BC00659_N01
-17.28	1.14	CD4	Exp100-Sample1.all_Tn5-ACAAGG_BC00709_N01
-9.5	24.36	NK	Exp100-Sample1.all_Tn5-ACAAGG_BC01067_N02
26.25	-6.04	Ery-early	Exp100-Sample1.all_Tn5-ACAAGG_BC01150_N03
17.83	-17.49	Mono-2	Exp100-Sample1.all_Tn5-ACAAGG_BC01178_N02
15.29	17.56	preB	Exp100-Sample1.all_Tn5-ACAAGG_BC01251_N01
3.66	-26.32	HSPC	Exp100-Sample1.all_Tn5-ACAAGG_BC01308_N04
-0.71	-24.65	HSPC	Exp100-Sample1.all_Tn5-ACAAGG_BC01356_N01
-17.37	-11.4	CD4	Exp100-Sample1.all_Tn5-ACAAGG_BC01447_N02
5.23	-11.65	Mono-1	Exp100-Sample1.all_Tn5-ACAAGG_BC01457_N02
-22.76	-4.18	CD4	Exp100-Sample1.all_Tn5-ACAAGG_BC01560_N02
0.61	-29.77	HSPC	Exp100-Sample1.all_Tn5-ACAAGG_BC01739_N04
-10.39	-9.26	CD4	Exp100-Sample1.all_Tn5-ACAAGG_BC01773_N02
15.53	11.88	preB	Exp100-Sample1.all_Tn5-ACAAGG_BC02044_N02
-17.54	-15.55	CD4	Exp100-Sample1.all_Tn5-ACAAGG_BC02100_N02
-12.63	-7.12	CD4	Exp100-Sample1.all_Tn5-ACAAGG_BC02165_N03
7.4	13.8	preB	Exp100-Sample1.all_Tn5-ACAAGG_BC02284_N03
16.05	17.37	preB	Exp100-Sample1.all_Tn5-ACAAGG_BC02445_N03
-13.71	19.74	CD8	Exp100-Sample1.all_Tn5-ACAAGG_BC02547_N02
8.53	14.04	preB	Exp100-Sample1.all_Tn5-ACAAGG_BC02588_N02
9.64	3.15	B	Exp100-Sample1.all_Tn5-ACAAGG_BC02650_N02
-15.78	-5.43	CD4	Exp100-Sample1.all_Tn5-ACAAGG_BC02746_N04
-14.17	-10.1	CD4	Exp100-Sample1.all_Tn5-ACAAGG_BC02772_N02
-12.43	9.65	CD8	Exp100-Sample1.all_Tn5-ACAAGG_BC02784_N02
-26.42	-4.74	CD4	Exp100-Sample1.all_Tn5-ACAAGG_BC02789_N03
-12.58	15.48	CD8	Exp100-Sample1.all_Tn5-ACAAGG_BC02820_N03
-19.77	-4.17	CD4	Exp100-Sample1.all_Tn5-ACAAGG_BC02881_N02
-3.3	-8.14	CD4	Exp100-Sample1.all_Tn5-ACAAGG_BC03018_N01
-17.77	-11.92	CD4	Exp100-Sample1.all_Tn5-ACAAGG_BC03169_N04
-6.41	28.08	NK	Exp100-Sample1.all_Tn5-ACAAGG_BC03306_N03
-23.41	-9.63	CD4	Exp100-Sample1.all_Tn5-ACAAGG_BC03334_N03
5.47	12.16	preB	Exp100-Sample1.all_Tn5-ACAAGG_BC03476_N03
-13.22	-5.72	CD4	Exp100-Sample1.all_Tn5-ACAAGG_BC03834_N05
-13.05	4.33	CD4	Exp100-Sample1.all_Tn5-ACAAGG_BC03856_N04
12.66	9.44	preB	Exp100-Sample1.all_Tn5-ACAAGG_BC03967_N03
-6.21	14.37	CD8	Exp100-Sample1.all_Tn5-ACAAGG_BC03992_N02
2.94	-22.12	HSPC	Exp100-Sample1.all_Tn5-ACAAGG_BC04177_N03
1.54	20.93	NK	Exp100-Sample1.all_Tn5-ACAAGG_BC04299_N05
-1.89	-11.74	CD4	Exp100-Sample1.all_Tn5-ACAAGG_BC04327_N04
-3.92	13.87	CD8	Exp100-Sample1.all_Tn5-ACAAGG_BC04337_N04
-7.7	-11.45	CD4	Exp100-Sample1.all_Tn5-ACAAGG_BC04387_N03
-5.38	-1.86	CD4	Exp100-Sample1.all_Tn5-ACAAGG_BC04547_N04
-3.96	-1.55	CD4	Exp100-Sample1.all_Tn5-ACAAGG_BC04571_N02
0.72	26.91	NK	Exp100-Sample1.all_Tn5-ACAAGG_BC04572_N03
-5.23	6.66	CD8	Exp100-Sample1.all_Tn5-ACAAGG_BC05145_N03
-2.53	-13.16	CD4	Exp100-Sample1.all_Tn5-ACAAGG_BC05350_N05
-6.39	3.82	CD8	Exp100-Sample1.all_Tn5-ACAAGG_BC05691_N05
26.76	-4.81	Ery-early	Exp100-Sample1.all_Tn5-ACCCAA_BC00101_N02
8.45	-20.86	Mono-2	Exp100-Sample1.all_Tn5-ACCCAA_BC00203_N03
31.46	2.62	Ery-late	Exp100-Sample1.all_Tn5-ACCCAA_BC00314_N02
29.08	-6.92	Ery-early	Exp100-Sample1.all_Tn5-ACCCAA_BC00624_N01
17.39	-14.83	Mono-2	Exp100-Sample1.all_Tn5-ACCCAA_BC00706_N02
-17.69	-5.45	CD4	Exp100-Sample1.all_Tn5-ACCCAA_BC00718_N01
-18.35	-9.66	CD4	Exp100-Sample1.all_Tn5-ACCCAA_BC00840_N02
6.98	4.37	B	Exp100-Sample1.all_Tn5-ACCCAA_BC00863_N03
-5.62	1.34	CD4	Exp100-Sample1.all_Tn5-ACCCAA_BC00956_N02
-19.86	3.25	CD4	Exp100-Sample1.all_Tn5-ACCCAA_BC01127_N01
-20.09	-6.43	CD4	Exp100-Sample1.all_Tn5-ACCCAA_BC01167_N03
8.47	17.7	preB	Exp100-Sample1.all_Tn5-ACCCAA_BC01440_N02
26.66	-11.7	Ery-early	Exp100-Sample1.all_Tn5-ACCCAA_BC01463_N05
16.7	-8.86	Mono-1	Exp100-Sample1.all_Tn5-ACCCAA_BC01572_N02
13.55	3.97	B	Exp100-Sample1.all_Tn5-ACCCAA_BC01689_N02
1.12	-29.71	HSPC	Exp100-Sample1.all_Tn5-ACCCAA_BC01725_N03
0.69	-30.11	HSPC	Exp100-Sample1.all_Tn5-ACCCAA_BC01811_N02
-15.45	11.68	CD8	Exp100-Sample1.all_Tn5-ACCCAA_BC02064_N02
-23.81	-9.56	CD4	Exp100-Sample1.all_Tn5-ACCCAA_BC02102_N02
-6.86	27.7	NK	Exp100-Sample1.all_Tn5-ACCCAA_BC02222_N02
-14.27	-11.52	CD4	Exp100-Sample1.all_Tn5-ACCCAA_BC02406_N02
-14.6	-9.3	CD4	Exp100-Sample1.all_Tn5-ACCCAA_BC02412_N02
-14.97	-10.68	CD4	Exp100-Sample1.all_Tn5-ACCCAA_BC02466_N04
-10.2	14.55	CD8	Exp100-Sample1.all_Tn5-ACCCAA_BC02587_N02
-11.55	-12.23	CD4	Exp100-Sample1.all_Tn5-ACCCAA_BC02940_N03
31.91	6.09	Ery-late	Exp100-Sample1.all_Tn5-ACCCAA_BC02998_N02
13.76	12.79	preB	Exp100-Sample1.all_Tn5-ACCCAA_BC03050_N04
-10.68	-12.76	CD4	Exp100-Sample1.all_Tn5-ACCCAA_BC03069_N04
-21.59	7.28	CD4	Exp100-Sample1.all_Tn5-ACCCAA_BC03103_N03
-12.62	-0.78	CD4	Exp100-Sample1.all_Tn5-ACCCAA_BC03216_N03
-20.9	-2.78	CD4	Exp100-Sample1.all_Tn5-ACCCAA_BC03234_N03
-9.98	16.15	CD8	Exp100-Sample1.all_Tn5-ACCCAA_BC03418_N03
-19.27	0.57	CD4	Exp100-Sample1.all_Tn5-ACCCAA_BC03441_N03
-12.29	-13.2	CD4	Exp100-Sample1.all_Tn5-ACCCAA_BC03566_N04
-11.29	-7.55	CD4	Exp100-Sample1.all_Tn5-ACCCAA_BC04081_N04
-13.54	-7.31	CD4	Exp100-Sample1.all_Tn5-ACCCAA_BC04107_N03
9.93	-9.02	Mono-1	Exp100-Sample1.all_Tn5-ACCCAA_BC04342_N04
7.71	5.01	B	Exp100-Sample1.all_Tn5-ACCTTC_BC00402_N03
20.81	6.85	proB	Exp100-Sample1.all_Tn5-ACCTTC_BC00432_N02
5.64	-13.73	Mono-2	Exp100-Sample1.all_Tn5-ACCTTC_BC00608_N02
-7.47	25.62	NK	Exp100-Sample1.all_Tn5-ACCTTC_BC00684_N03
-9.51	-24.89	pDC	Exp100-Sample1.all_Tn5-ACCTTC_BC00950_N02
14.08	-6.89	Mono-1	Exp100-Sample1.all_Tn5-ACCTTC_BC00982_N03
27.53	-8.6	Ery-early	Exp100-Sample1.all_Tn5-ACCTTC_BC01000_N04
5.64	11.91	preB	Exp100-Sample1.all_Tn5-ACCTTC_BC01025_N02
-4.2	27.41	NK	Exp100-Sample1.all_Tn5-ACCTTC_BC01070_N02
30.07	-2.67	Ery-early	Exp100-Sample1.all_Tn5-ACCTTC_BC01120_N01
-19.4	4.15	CD4	Exp100-Sample1.all_Tn5-ACCTTC_BC01225_N01
-2.62	24.57	NK	Exp100-Sample1.all_Tn5-ACCTTC_BC01711_N02
18.89	-12.46	Mono-2	Exp100-Sample1.all_Tn5-ACCTTC_BC01713_N04
8.31	-11.43	Mono-1	Exp100-Sample1.all_Tn5-ACCTTC_BC01734_N04
-18.56	1.22	CD4	Exp100-Sample1.all_Tn5-ACCTTC_BC01835_N02
8.15	-11.82	Mono-1	Exp100-Sample1.all_Tn5-ACCTTC_BC01885_N04
-14.74	2.88	CD4	Exp100-Sample1.all_Tn5-ACCTTC_BC01913_N02
27.33	-4.49	Ery-early	Exp100-Sample1.all_Tn5-ACCTTC_BC01942_N04
-16.57	4.43	CD4	Exp100-Sample1.all_Tn5-ACCTTC_BC01991_N02
7.06	9.13	preB	Exp100-Sample1.all_Tn5-ACCTTC_BC02016_N01
6.76	-20.2	Mono-2	Exp100-Sample1.all_Tn5-ACCTTC_BC02114_N03
-20.59	-0.57	CD4	Exp100-Sample1.all_Tn5-ACCTTC_BC02226_N01
1.32	18.54	NK	Exp100-Sample1.all_Tn5-ACCTTC_BC02380_N03
-19.1	-16.79	CD4	Exp100-Sample1.all_Tn5-ACCTTC_BC02408_N03
28.3	-5.12	Ery-early	Exp100-Sample1.all_Tn5-ACCTTC_BC02578_N04
-16.81	-5.66	CD4	Exp100-Sample1.all_Tn5-ACCTTC_BC02582_N01
-19.91	-6.66	CD4	Exp100-Sample1.all_Tn5-ACCTTC_BC02713_N01
29.72	3.67	Ery-late	Exp100-Sample1.all_Tn5-ACCTTC_BC02797_N02
4.02	-25.68	HSPC	Exp100-Sample1.all_Tn5-ACCTTC_BC02833_N02
-16.3	-13.31	CD4	Exp100-Sample1.all_Tn5-ACCTTC_BC02931_N02
-25.23	-3.17	CD4	Exp100-Sample1.all_Tn5-ACCTTC_BC02980_N03
-8.77	0.36	CD4	Exp100-Sample1.all_Tn5-ACCTTC_BC03134_N03
9.61	-7.01	Mono-1	Exp100-Sample1.all_Tn5-ACCTTC_BC03152_N02
-7.84	-11.5	CD4	Exp100-Sample1.all_Tn5-ACCTTC_BC03275_N02
-6.57	2.56	CD4	Exp100-Sample1.all_Tn5-ACCTTC_BC03382_N03
-18.04	-2.7	CD4	Exp100-Sample1.all_Tn5-ACCTTC_BC03446_N04
-17.32	-11.8	CD4	Exp100-Sample1.all_Tn5-ACCTTC_BC03691_N01
-16.85	-11.31	CD4	Exp100-Sample1.all_Tn5-ACCTTC_BC03843_N03
-3.96	-9.47	CD4	Exp100-Sample1.all_Tn5-ACCTTC_BC03995_N02
2.21	-24.54	HSPC	Exp100-Sample1.all_Tn5-ACCTTC_BC04135_N04
-11.05	-9.81	CD4	Exp100-Sample1.all_Tn5-ACCTTC_BC04263_N03
10.2	2.78	B	Exp100-Sample1.all_Tn5-ACCTTC_BC04355_N04
-3.53	-3.52	CD4	Exp100-Sample1.all_Tn5-ACCTTC_BC04746_N02
1.95	3.09	CD4	Exp100-Sample1.all_Tn5-ACCTTC_BC05054_N03
-8.96	-9.55	CD4	Exp100-Sample1.all_Tn5-ACCTTC_BC05282_N03
2.62	-20.33	HSPC	Exp100-Sample1.all_Tn5-ACCTTC_BC05387_N05
-14.83	16.93	CD8	Exp100-Sample1.all_Tn5-ACGGAC_BC04937_N03
16.5	18.79	preB	Exp100-Sample1.all_Tn5-ACGGAC_BC04950_N02
-23.36	7.44	CD4	Exp100-Sample1.all_Tn5-ACGGAC_BC05031_N02
1.63	-21.22	HSPC	Exp100-Sample1.all_Tn5-ACTGCA_BC00277_N03
10.02	2.75	B	Exp100-Sample1.all_Tn5-ACTGCA_BC00424_N02
-14.63	-6.29	CD4	Exp100-Sample1.all_Tn5-ACTGCA_BC01222_N01
-16.84	-8.18	CD4	Exp100-Sample1.all_Tn5-ACTGCA_BC01421_N02
31.6	1.95	Ery-late	Exp100-Sample1.all_Tn5-ACTGCA_BC01958_N02
-6.34	12.81	CD8	Exp100-Sample1.all_Tn5-ACTGCA_BC02035_N01
-24.04	-1.8	CD4	Exp100-Sample1.all_Tn5-ACTGCA_BC02181_N03
-1.54	-26.78	HSPC	Exp100-Sample1.all_Tn5-ACTGCA_BC02253_N02
1.4	-4.59	CD4	Exp100-Sample1.all_Tn5-ACTGCA_BC02289_N02
-9.52	27.11	NK	Exp100-Sample1.all_Tn5-ACTGCA_BC02415_N02
20.25	-13.03	Mono-1	Exp100-Sample1.all_Tn5-ACTGCA_BC02487_N02
-16.39	-11.56	CD4	Exp100-Sample1.all_Tn5-ACTGCA_BC02502_N02
18.44	14.25	preB	Exp100-Sample1.all_Tn5-ACTGCA_BC02503_N04
-12.55	15.28	CD8	Exp100-Sample1.all_Tn5-ACTGCA_BC02556_N02
14.37	-17.81	Mono-2	Exp100-Sample1.all_Tn5-ACTGCA_BC02574_N01
14.03	-3.31	Mono-1	Exp100-Sample1.all_Tn5-ACTGCA_BC02576_N01
-11.25	10.96	CD8	Exp100-Sample1.all_Tn5-ACTGCA_BC02614_N02
-12.82	-2.87	CD4	Exp100-Sample1.all_Tn5-ACTGCA_BC02777_N03
-16.09	2.68	CD4	Exp100-Sample1.all_Tn5-ACTGCA_BC02842_N03
15.5	-12.24	Mono-1	Exp100-Sample1.all_Tn5-ACTGCA_BC03015_N03
-18.34	4.92	CD4	Exp100-Sample1.all_Tn5-ACTGCA_BC03082_N03
-2.08	21.53	NK	Exp100-Sample1.all_Tn5-ACTGCA_BC03153_N01
-20.4	6.28	CD4	Exp100-Sample1.all_Tn5-ACTGCA_BC03218_N04
-21.72	7.09	CD4	Exp100-Sample1.all_Tn5-ACTGCA_BC03284_N03
-7.47	14.71	CD8	Exp100-Sample1.all_Tn5-ACTGCA_BC03384_N04
27.74	-8.54	Ery-early	Exp100-Sample1.all_Tn5-ACTGCA_BC03427_N05
-21.49	5.15	CD4	Exp100-Sample1.all_Tn5-ACTGCA_BC03439_N05
-19.01	6.33	CD8	Exp100-Sample1.all_Tn5-ACTGCA_BC03472_N02
-19.47	4.48	CD4	Exp100-Sample1.all_Tn5-ACTGCA_BC03523_N04
-5.04	-14.15	CD4	Exp100-Sample1.all_Tn5-ACTGCA_BC03548_N04
-18.63	-9.06	CD4	Exp100-Sample1.all_Tn5-ACTGCA_BC03604_N03
-15.71	11.29	CD4	Exp100-Sample1.all_Tn5-ACTGCA_BC03607_N03
-19.78	3.79	CD4	Exp100-Sample1.all_Tn5-ACTGCA_BC03620_N04
-10.73	20.67	CD8	Exp100-Sample1.all_Tn5-ACTGCA_BC03622_N04
-1.85	26.67	NK	Exp100-Sample1.all_Tn5-ACTGCA_BC03724_N04
5.88	4.37	B	Exp100-Sample1.all_Tn5-ACTGCA_BC03770_N03
-6.96	-5.56	CD4	Exp100-Sample1.all_Tn5-ACTGCA_BC04022_N04
-6.18	9.64	CD8	Exp100-Sample1.all_Tn5-ACTGCA_BC04024_N03
15.89	-14.18	Mono-1	Exp100-Sample1.all_Tn5-ACTGCA_BC04435_N02
-2.39	-10.63	CD4	Exp100-Sample1.all_Tn5-ACTGCA_BC04441_N03
-0.06	-0.3	CD4	Exp100-Sample1.all_Tn5-ACTGCA_BC05037_N05
-4.29	7.23	CD8	Exp100-Sample1.all_Tn5-ACTGCA_BC05086_N03
16.15	14.19	preB	Exp100-Sample1.all_Tn5-ACTGCA_BC05597_N03
13.96	-20.45	Mono-2	Exp100-Sample1.all_Tn5-AGACCC_BC02435_N02
-9.65	16.28	CD8	Exp100-Sample1.all_Tn5-AGACCC_BC02670_N02
8.02	3.53	B	Exp100-Sample1.all_Tn5-AGACCC_BC02761_N02
23.37	7.76	proB	Exp100-Sample1.all_Tn5-AGACCC_BC02886_N02
26.17	-2.46	Ery-early	Exp100-Sample1.all_Tn5-AGACCC_BC02937_N05
26.05	-3.15	Ery-early	Exp100-Sample1.all_Tn5-AGACCC_BC03253_N03
-14.07	-7.94	CD4	Exp100-Sample1.all_Tn5-AGACCC_BC03819_N02
-11.71	12.74	CD8	Exp100-Sample1.all_Tn5-AGACCC_BC03963_N04
18.04	17.11	preB	Exp100-Sample1.all_Tn5-AGACCC_BC04013_N03
-23.75	-0.84	CD4	Exp100-Sample1.all_Tn5-AGACCC_BC04091_N02
-22.34	8.6	CD4	Exp100-Sample1.all_Tn5-AGACCC_BC04169_N02
15.1	16.99	preB	Exp100-Sample1.all_Tn5-AGACCC_BC04187_N01
7.48	3.93	B	Exp100-Sample1.all_Tn5-AGACCC_BC04204_N02
-16.02	1	CD4	Exp100-Sample1.all_Tn5-AGACCC_BC04236_N02
-4.53	12.67	CD8	Exp100-Sample1.all_Tn5-AGACCC_BC04470_N03
7.11	4.93	B	Exp100-Sample1.all_Tn5-AGACCC_BC04543_N02
-21.05	-0.22	CD4	Exp100-Sample1.all_Tn5-AGACCC_BC04565_N02
21.71	6.68	proB	Exp100-Sample1.all_Tn5-AGACCC_BC04726_N03
-6.35	24.43	NK	Exp100-Sample1.all_Tn5-AGACCC_BC04759_N02
13.58	17.05	preB	Exp100-Sample1.all_Tn5-AGACCC_BC04921_N02
-16.36	17.51	CD8	Exp100-Sample1.all_Tn5-AGACCC_BC05101_N05
-13.77	8.19	CD8	Exp100-Sample1.all_Tn5-AGACCC_BC05121_N03
0.54	26.49	NK	Exp100-Sample1.all_Tn5-AGACCC_BC05142_N03
-12.8	-9.44	CD4	Exp100-Sample1.all_Tn5-AGACCC_BC05199_N03
15.23	-10.8	Mono-2	Exp100-Sample1.all_Tn5-AGACCC_BC05427_N06
18.36	15.81	preB	Exp100-Sample1.all_Tn5-AGACCC_BC05523_N04
-13.4	15.59	CD8	Exp100-Sample1.all_Tn5-AGACCC_BC05586_N03
11.77	4.34	B	Exp100-Sample1.all_Tn5-AGACCC_BC05711_N03
-5.05	-1.78	CD4	Exp100-Sample1.all_Tn5-AGACCC_BC05765_N04
16.73	14.44	preB	Exp100-Sample1.all_Tn5-AGATGT_BC00809_N01
14.15	18.08	preB	Exp100-Sample1.all_Tn5-AGATGT_BC01496_N03
13.81	-15.13	Mono-1	Exp100-Sample1.all_Tn5-AGATGT_BC01565_N01
5.84	5.71	B	Exp100-Sample1.all_Tn5-AGATGT_BC01578_N03
5.59	-21.9	HSPC	Exp100-Sample1.all_Tn5-AGATGT_BC01583_N03
-6.33	27.92	NK	Exp100-Sample1.all_Tn5-AGATGT_BC01642_N01
-15.71	8.58	CD4	Exp100-Sample1.all_Tn5-AGATGT_BC01764_N01
15.38	-7.91	Mono-1	Exp100-Sample1.all_Tn5-AGATGT_BC01795_N01
-0.26	-30.98	HSPC	Exp100-Sample1.all_Tn5-AGATGT_BC02014_N03
-27.26	-2.26	CD4	Exp100-Sample1.all_Tn5-AGATGT_BC02188_N02
7.06	3.97	B	Exp100-Sample1.all_Tn5-AGATGT_BC02326_N02
-12.2	15.32	CD8	Exp100-Sample1.all_Tn5-AGATGT_BC02580_N03
-6.81	13.72	CD8	Exp100-Sample1.all_Tn5-AGATGT_BC02706_N02
-5.7	28.97	NK	Exp100-Sample1.all_Tn5-AGATGT_BC02714_N01
-0.59	-25.76	HSPC	Exp100-Sample1.all_Tn5-AGATGT_BC02719_N02
13.7	10.14	preB	Exp100-Sample1.all_Tn5-AGATGT_BC02799_N03
19.28	9.47	proB	Exp100-Sample1.all_Tn5-AGATGT_BC03025_N03
-15.32	18.38	CD8	Exp100-Sample1.all_Tn5-AGATGT_BC03126_N03
-10.62	-25.27	pDC	Exp100-Sample1.all_Tn5-AGATGT_BC03150_N03
-18.81	8.2	CD8	Exp100-Sample1.all_Tn5-AGATGT_BC03203_N01
14.91	18.34	preB	Exp100-Sample1.all_Tn5-AGATGT_BC03280_N03
-7.52	-2.95	CD4	Exp100-Sample1.all_Tn5-AGATGT_BC03356_N02
-6.34	-7.1	CD4	Exp100-Sample1.all_Tn5-AGATGT_BC03496_N02
-21.3	7.22	CD4	Exp100-Sample1.all_Tn5-AGATGT_BC03613_N03
-22.22	4.06	CD4	Exp100-Sample1.all_Tn5-AGATGT_BC03711_N03
1.34	-7.91	CD4	Exp100-Sample1.all_Tn5-AGATGT_BC03882_N03
-25.67	8.01	CD4	Exp100-Sample1.all_Tn5-AGATGT_BC04414_N05
-8.29	8.42	CD8	Exp100-Sample1.all_Tn5-AGATGT_BC04418_N05
5.51	-0.15	Collision	Exp100-Sample1.all_Tn5-AGATGT_BC04624_N04
8.25	-13.62	Mono-1	Exp100-Sample1.all_Tn5-AGATGT_BC04629_N04
-6.65	23.55	NK	Exp100-Sample1.all_Tn5-AGATGT_BC04780_N04
5.2	16.55	preB	Exp100-Sample1.all_Tn5-AGATGT_BC04915_N04
-18.73	12.03	CD4	Exp100-Sample1.all_Tn5-AGATGT_BC05016_N04
11.62	-16.16	Mono-2	Exp100-Sample1.all_Tn5-AGATGT_BC05103_N03
-19.48	-9.87	CD4	Exp100-Sample1.all_Tn5-AGATGT_BC05250_N03
-6.78	12.27	CD8	Exp100-Sample1.all_Tn5-AGATGT_BC05284_N04
12.29	3.31	B	Exp100-Sample1.all_Tn5-AGATGT_BC05372_N04
-5.69	-7.98	CD4	Exp100-Sample1.all_Tn5-AGATGT_BC05480_N03
-23.62	2.96	CD4	Exp100-Sample1.all_Tn5-AGATGT_BC05736_N03
7.92	-1	Mono-1	Exp100-Sample1.all_Tn5-AGATGT_BC05873_N04
27.93	-1.55	Ery-early	Exp100-Sample1.all_Tn5-AGCACG_BC01241_N01
-13.53	17	CD8	Exp100-Sample1.all_Tn5-AGCACG_BC01524_N01
23.21	3.7	proB	Exp100-Sample1.all_Tn5-AGCACG_BC02079_N04
-7.6	-4.02	CD4	Exp100-Sample1.all_Tn5-AGCACG_BC02127_N01
15.74	-19.6	Mono-2	Exp100-Sample1.all_Tn5-AGCACG_BC02366_N01
-4.15	26.77	NK	Exp100-Sample1.all_Tn5-AGCACG_BC02427_N02
10.52	4.27	B	Exp100-Sample1.all_Tn5-AGCACG_BC02626_N01
16.66	14.73	preB	Exp100-Sample1.all_Tn5-AGCACG_BC02896_N01
21.98	0.58	proB	Exp100-Sample1.all_Tn5-AGCACG_BC02953_N03
11.85	-3.16	Mono-1	Exp100-Sample1.all_Tn5-AGCACG_BC03111_N03
-18.74	10.12	CD4	Exp100-Sample1.all_Tn5-AGCACG_BC03155_N01
2.4	-21.7	HSPC	Exp100-Sample1.all_Tn5-AGCACG_BC03174_N02
12.24	20.43	preB	Exp100-Sample1.all_Tn5-AGCACG_BC03198_N02
24.22	4.93	proB	Exp100-Sample1.all_Tn5-AGCACG_BC03237_N05
-2.29	-26.42	HSPC	Exp100-Sample1.all_Tn5-AGCACG_BC03291_N02
-18.98	-12.03	CD4	Exp100-Sample1.all_Tn5-AGCACG_BC03315_N01
6.33	-13.46	Mono-1	Exp100-Sample1.all_Tn5-AGCACG_BC03375_N02
-0.03	-30.94	HSPC	Exp100-Sample1.all_Tn5-AGCACG_BC03383_N03
26.1	-2.73	Ery-early	Exp100-Sample1.all_Tn5-AGCACG_BC03460_N03
-20.61	10.1	CD4	Exp100-Sample1.all_Tn5-AGCACG_BC03520_N02
20.96	9.9	proB	Exp100-Sample1.all_Tn5-AGCACG_BC03610_N03
-4.29	16.29	CD8	Exp100-Sample1.all_Tn5-AGCACG_BC03753_N01
21.29	9.81	proB	Exp100-Sample1.all_Tn5-AGCACG_BC03820_N03
-21.6	-8.98	CD4	Exp100-Sample1.all_Tn5-AGCACG_BC03824_N02
-14.98	18.99	CD8	Exp100-Sample1.all_Tn5-AGCACG_BC03859_N02
-13.99	-7.74	CD4	Exp100-Sample1.all_Tn5-AGCACG_BC03890_N02
-24.61	4.81	CD4	Exp100-Sample1.all_Tn5-AGCACG_BC04012_N03
-10.1	0.08	CD4	Exp100-Sample1.all_Tn5-AGCACG_BC04058_N01
25.82	-7.08	Ery-early	Exp100-Sample1.all_Tn5-AGCACG_BC04086_N03
-17.84	-8	CD4	Exp100-Sample1.all_Tn5-AGCACG_BC04233_N04
7.23	11.69	preB	Exp100-Sample1.all_Tn5-AGCACG_BC04235_N02
-16.9	-18.92	CD4	Exp100-Sample1.all_Tn5-AGCACG_BC04253_N02
-11.38	4.6	CD4	Exp100-Sample1.all_Tn5-AGCACG_BC04280_N04
-0.04	-30.35	HSPC	Exp100-Sample1.all_Tn5-AGCACG_BC04284_N04
-20.45	-10.06	CD4	Exp100-Sample1.all_Tn5-AGCACG_BC04302_N01
-1.77	5.51	CD4	Exp100-Sample1.all_Tn5-AGCACG_BC04616_N03
-2.81	25.91	NK	Exp100-Sample1.all_Tn5-AGCACG_BC04736_N04
-7.24	-2.16	CD4	Exp100-Sample1.all_Tn5-AGCACG_BC04781_N02
-24.36	-10.82	CD4	Exp100-Sample1.all_Tn5-AGCACG_BC04835_N03
19.6	-13.46	Mono-2	Exp100-Sample1.all_Tn5-AGCACG_BC04853_N02
-19.55	4.67	CD4	Exp100-Sample1.all_Tn5-AGCACG_BC04899_N04
-22.56	-3.9	CD4	Exp100-Sample1.all_Tn5-AGCACG_BC04949_N04
17.85	13.53	preB	Exp100-Sample1.all_Tn5-AGCACG_BC04955_N04
-13.75	0.21	CD4	Exp100-Sample1.all_Tn5-AGCACG_BC05184_N02
-25.83	-6.76	CD4	Exp100-Sample1.all_Tn5-AGCACG_BC05395_N03
28.48	-1.52	Ery-early	Exp100-Sample1.all_Tn5-AGGTTA_BC00119_N01
-12.08	-16.04	CD4	Exp100-Sample1.all_Tn5-AGGTTA_BC00175_N01
25.14	-5.31	Ery-early	Exp100-Sample1.all_Tn5-AGGTTA_BC00183_N04
24.02	4.39	proB	Exp100-Sample1.all_Tn5-AGGTTA_BC00202_N02
27.82	-4.25	Ery-early	Exp100-Sample1.all_Tn5-AGGTTA_BC00223_N02
-0.68	-30.3	HSPC	Exp100-Sample1.all_Tn5-AGGTTA_BC00259_N01
0.85	-29.43	HSPC	Exp100-Sample1.all_Tn5-AGGTTA_BC00294_N02
-9.48	5.16	CD4	Exp100-Sample1.all_Tn5-AGGTTA_BC00524_N01
21.42	6.61	proB	Exp100-Sample1.all_Tn5-AGGTTA_BC00543_N01
